Date,Product,Category,Region,Units,Revenue
01-08-2024 14:20,Laptop,Apparel,West,5,187929
01-01-2024 13:22,Watch,Electronics,North,1,11589
27-04-2024 09:53,Shoes,Apparel,North,13,30376
02-05-2024 09:24,Shoes,Apparel,South,1,2971
26-09-2024 00:42,Shoes,Apparel,North,9,20457
18-07-2024 09:22,Shoes,Apparel,South,9,25507
23-10-2024 00:15,Shoes,Apparel,West,5,10341
07-11-2024 14:17,Shoes,Apparel,West,3,6269
21-10-2024 13:39,Phone,Apparel,North,12,306175
04-07-2024 00:28,Phone,Apparel,North,18,507577
25-01-2024 10:06,Shoes,Electronics,East,1,2683
24-03-2024 22:49,Phone,Apparel,East,7,202084
13-05-2024 12:28,Shoes,Apparel,North,11,22079
08-02-2024 18:35,Laptop,Apparel,North,1,46509
11-05-2024 09:35,Shoes,Apparel,West,19,43704
11-11-2024 10:42,Shoes,Apparel,East,2,4822
05-07-2024 17:48,Watch,Apparel,South,6,70625
06-02-2024 12:24,Watch,Apparel,West,4,52697
13-04-2024 17:36,Laptop,Apparel,West,5,268703
15-10-2024 19:16,Laptop,Apparel,North,2,94842
01-02-2024 11:33,Phone,Apparel,South,1,24941
12-10-2024 11:13,Laptop,Apparel,East,4,205978
19-09-2024 04:35,Watch,Apparel,South,1,10233
20-12-2024 21:53,Shoes,Apparel,South,17,38796
01-04-2024 19:12,Phone,Apparel,North,1,28258
08-03-2024 16:26,Phone,Apparel,North,11,359505
09-09-2024 09:18,Shoes,Apparel,South,19,45433
28-12-2024 03:35,Watch,Apparel,North,7,97836
07-04-2024 04:44,Watch,Apparel,West,7,92915
04-12-2024 02:02,Shoes,Apparel,East,15,32501
18-07-2024 07:37,Watch,Apparel,West,9,116342
11-07-2024 09:58,Phone,Apparel,South,13,438359
23-05-2024 03:21,Shoes,Apparel,West,13,33137
15-04-2024 20:08,Shoes,Apparel,North,3,6763
07-09-2024 15:57,Phone,Apparel,North,16,532632
29-08-2024 18:33,Phone,Apparel,West,13,396031
27-06-2024 22:10,Watch,Apparel,South,6,75555
13-12-2024 12:51,Phone,Apparel,North,6,177278
23-09-2024 08:24,Shoes,Apparel,North,12,31005
03-06-2024 05:00,Phone,Apparel,West,19,636664
04-09-2024 18:50,Shoes,Apparel,East,3,6917
05-11-2024 20:20,Phone,Apparel,North,19,659459
11-06-2024 15:08,Phone,Apparel,South,12,330166
01-06-2024 00:15,Laptop,Apparel,West,1,46436
16-09-2024 18:38,Phone,Apparel,North,4,122488
25-02-2024 17:43,Shoes,Apparel,North,6,17070
10-01-2024 07:00,Phone,Electronics,South,8,220578
16-07-2024 03:12,Shoes,Apparel,West,17,44814
21-07-2024 14:48,Watch,Apparel,North,9,108399
18-07-2024 21:34,Laptop,Apparel,North,1,43577
14-07-2024 12:55,Shoes,Electronics,East,8,23759
16-06-2024 11:23,Shoes,Apparel,East,3,6848
03-07-2024 23:10,Watch,Apparel,North,1,13217
10-08-2024 05:56,Shoes,Apparel,South,5,13768
05-09-2024 02:08,Watch,Electronics,West,5,53317
28-09-2024 03:34,Watch,Apparel,North,8,92602
26-06-2024 23:59,Laptop,Apparel,North,1,49237
09-09-2024 22:48,Phone,Apparel,North,3,99062
04-11-2024 04:27,Watch,Apparel,South,5,63757
03-12-2024 19:58,Laptop,Apparel,West,5,232940
30-01-2024 20:12,Shoes,Apparel,East,3,7226
07-02-2024 17:28,Shoes,Apparel,North,2,4712
05-05-2024 03:45,Laptop,Apparel,North,4,161165
30-01-2024 05:25,Shoes,Apparel,West,7,16110
15-12-2024 07:03,Shoes,Apparel,North,12,25903
08-10-2024 00:02,Shoes,Apparel,West,13,33434
25-11-2024 22:36,Phone,Electronics,South,11,296639
04-06-2024 15:34,Watch,Apparel,West,2,22401
08-07-2024 13:58,Phone,Apparel,West,5,170640
06-06-2024 11:54,Phone,Electronics,South,11,363651
19-03-2024 18:42,Laptop,Apparel,North,4,210999
24-07-2024 00:04,Laptop,Apparel,South,2,72463
18-11-2024 21:21,Watch,Apparel,South,7,68240
03-08-2024 00:44,Shoes,Apparel,South,4,10446
07-08-2024 13:14,Watch,Electronics,South,1,10336
10-04-2024 01:32,Shoes,Apparel,North,9,20076
06-04-2024 14:58,Watch,Apparel,South,6,77111
05-01-2024 03:47,Phone,Electronics,North,17,480080
20-03-2024 23:25,Shoes,Apparel,South,18,40099
30-08-2024 04:20,Phone,Apparel,East,6,204050
28-07-2024 15:34,Laptop,Apparel,North,3,145208
30-07-2024 02:40,Shoes,Apparel,North,9,24850
28-05-2024 22:43,Watch,Apparel,North,7,95322
15-08-2024 03:47,Laptop,Apparel,West,5,240623
19-12-2024 09:08,Laptop,Apparel,South,1,51874
09-05-2024 17:07,Shoes,Apparel,North,5,13933
29-11-2024 23:29,Shoes,Apparel,East,17,37907
26-08-2024 13:41,Phone,Apparel,North,15,479112
17-09-2024 22:28,Shoes,Electronics,West,7,16295
12-10-2024 04:41,Phone,Apparel,North,12,353272
01-04-2024 15:21,Shoes,Apparel,West,2,5740
23-05-2024 01:20,Watch,Apparel,South,7,69005
10-03-2024 10:30,Shoes,Apparel,East,4,10087
19-11-2024 11:24,Watch,Apparel,West,1,9731
25-03-2024 14:26,Laptop,Apparel,West,1,47716
29-05-2024 12:44,Phone,Apparel,West,1,35379
28-03-2024 19:21,Laptop,Apparel,North,5,220820
04-04-2024 08:51,Laptop,Apparel,West,4,202100
17-04-2024 06:48,Shoes,Apparel,North,11,25363
13-05-2024 07:30,Watch,Apparel,West,7,85106
28-07-2024 05:05,Watch,Apparel,West,8,99760
26-05-2024 01:09,Laptop,Apparel,South,1,48761
13-04-2024 16:16,Phone,Apparel,North,17,446367
23-08-2024 14:10,Phone,Apparel,West,16,456861
02-09-2024 18:02,Laptop,Apparel,East,4,171269
13-12-2024 07:43,Watch,Electronics,North,1,14142
21-12-2024 22:16,Shoes,Apparel,South,19,41992
07-04-2024 13:29,Watch,Apparel,West,2,19779
06-05-2024 15:43,Laptop,Apparel,North,4,199376
17-10-2024 12:51,Watch,Apparel,North,7,92860
08-05-2024 05:25,Shoes,Electronics,South,7,19076
18-05-2024 01:36,Phone,Apparel,North,16,440072
28-02-2024 19:04,Phone,Apparel,West,16,552160
07-10-2024 15:08,Watch,Electronics,West,7,81512
02-11-2024 19:30,Watch,Apparel,East,7,98773
22-12-2024 20:43,Watch,Apparel,West,5,49418
28-06-2024 22:00,Shoes,Apparel,North,4,10155
07-03-2024 03:40,Laptop,Apparel,North,1,42086
06-11-2024 02:21,Shoes,Apparel,South,10,26964
20-11-2024 01:43,Shoes,Apparel,South,4,10968
01-10-2024 16:07,Phone,Apparel,South,15,402411
08-11-2024 11:21,Watch,Apparel,North,5,55538
04-06-2024 08:01,Shoes,Apparel,South,16,46010
23-01-2024 10:40,Phone,Apparel,West,12,304634
23-07-2024 20:47,Watch,Apparel,West,3,33688
14-11-2024 23:25,Watch,Apparel,South,5,62736
06-01-2024 14:57,Phone,Electronics,North,2,67919
29-12-2024 12:13,Phone,Apparel,South,15,401695
16-01-2024 08:17,Watch,Apparel,West,2,20827
07-01-2024 07:23,Laptop,Apparel,South,5,229154
04-11-2024 18:21,Shoes,Apparel,East,16,44979
15-10-2024 23:30,Watch,Electronics,West,3,32627
19-07-2024 02:11,Watch,Apparel,South,7,76934
21-06-2024 20:11,Phone,Electronics,East,17,477628
05-03-2024 09:14,Watch,Apparel,North,3,40837
10-08-2024 22:56,Watch,Electronics,North,6,67207
06-02-2024 12:40,Laptop,Apparel,West,1,52861
28-08-2024 00:12,Shoes,Apparel,North,5,13336
12-12-2024 21:53,Shoes,Apparel,South,15,37523
09-01-2024 08:03,Laptop,Apparel,North,2,97421
31-08-2024 23:56,Phone,Apparel,West,16,550913
04-09-2024 19:21,Laptop,Apparel,East,4,180786
28-05-2024 20:00,Phone,Electronics,East,3,76164
06-01-2024 12:27,Phone,Apparel,North,17,602479
25-12-2024 19:34,Laptop,Apparel,South,4,148115
03-10-2024 20:37,Phone,Apparel,North,10,240864
25-05-2024 02:26,Watch,Apparel,East,7,82024
31-03-2024 21:25,Phone,Electronics,West,13,349518
01-10-2024 16:19,Shoes,Electronics,North,13,38472
10-12-2024 21:50,Shoes,Apparel,West,7,20404
30-11-2024 13:41,Laptop,Apparel,West,5,181039
21-12-2024 17:33,Laptop,Apparel,South,2,95317
28-05-2024 10:33,Phone,Apparel,West,2,57588
23-01-2024 20:44,Watch,Apparel,West,9,108910
02-02-2024 21:56,Shoes,Apparel,North,12,24753
29-12-2024 01:55,Shoes,Electronics,West,15,43171
07-07-2024 23:44,Phone,Apparel,West,19,501921
26-04-2024 23:23,Laptop,Apparel,South,5,204283
04-03-2024 01:25,Watch,Apparel,North,9,117709
22-02-2024 06:53,Phone,Apparel,South,19,590360
08-06-2024 23:27,Watch,Apparel,North,2,26738
13-04-2024 17:07,Shoes,Apparel,North,7,17556
28-04-2024 21:45,Watch,Apparel,South,6,75730
18-08-2024 06:39,Shoes,Apparel,North,13,29534
17-09-2024 08:59,Phone,Apparel,North,2,62610
04-06-2024 22:47,Shoes,Apparel,South,1,2343
30-05-2024 05:56,Laptop,Apparel,South,4,189260
20-04-2024 03:38,Shoes,Apparel,West,14,29147
30-11-2024 03:07,Phone,Apparel,East,15,412667
18-10-2024 02:35,Shoes,Apparel,South,15,36624
12-12-2024 09:08,Phone,Apparel,East,4,125802
10-08-2024 16:27,Shoes,Apparel,North,14,39547
14-11-2024 13:29,Phone,Electronics,West,8,266253
08-05-2024 09:26,Watch,Apparel,East,1,9736
12-07-2024 05:33,Shoes,Apparel,South,4,11052
04-07-2024 07:04,Phone,Apparel,West,1,33480
09-08-2024 20:08,Phone,Apparel,South,19,668977
29-09-2024 16:58,Shoes,Apparel,West,11,30736
27-12-2024 05:57,Shoes,Apparel,West,7,15818
06-11-2024 09:02,Phone,Apparel,South,16,575794
16-09-2024 14:50,Shoes,Apparel,South,18,41591
24-11-2024 08:12,Laptop,Apparel,West,5,244715
20-09-2024 20:33,Phone,Apparel,South,12,410468
12-12-2024 11:01,Watch,Apparel,East,5,67138
19-07-2024 05:27,Shoes,Apparel,West,17,48698
20-07-2024 08:29,Laptop,Apparel,East,2,84981
01-02-2024 20:16,Watch,Electronics,West,1,12100
22-11-2024 23:48,Shoes,Apparel,South,12,30417
03-08-2024 00:07,Phone,Electronics,West,3,98349
18-07-2024 08:10,Shoes,Apparel,West,18,53614
15-11-2024 22:53,Phone,Apparel,South,11,384890
31-01-2024 10:48,Shoes,Apparel,South,12,24967
02-07-2024 03:24,Watch,Apparel,West,9,99603
18-05-2024 04:50,Shoes,Apparel,West,14,32557
28-10-2024 11:17,Shoes,Apparel,South,16,47238
04-03-2024 03:03,Shoes,Apparel,South,5,14291
10-01-2024 19:46,Shoes,Electronics,North,14,40533
18-11-2024 21:07,Shoes,Apparel,West,17,46824
01-03-2024 06:53,Shoes,Apparel,South,15,35042
09-12-2024 04:45,Phone,Apparel,South,14,355317
19-02-2024 19:03,Laptop,Apparel,East,2,83872
17-11-2024 23:23,Shoes,Apparel,East,13,33633
20-05-2024 04:49,Watch,Apparel,West,8,100913
20-04-2024 12:00,Phone,Apparel,South,4,137322
30-03-2024 21:30,Watch,Apparel,West,2,25027
20-07-2024 04:02,Phone,Apparel,North,16,574502
08-09-2024 06:46,Shoes,Apparel,West,6,12654
14-05-2024 18:15,Shoes,Apparel,South,12,30411
16-06-2024 04:18,Shoes,Electronics,South,9,21573
05-03-2024 18:25,Shoes,Apparel,West,14,36289
07-01-2024 14:42,Watch,Apparel,East,2,20680
02-07-2024 13:03,Shoes,Apparel,West,15,40802
02-12-2024 23:53,Laptop,Apparel,East,1,39054
21-09-2024 08:24,Phone,Apparel,North,15,402716
24-08-2024 10:03,Phone,Apparel,North,2,51694
16-03-2024 01:44,Watch,Apparel,West,7,100591
12-11-2024 09:06,Phone,Apparel,North,6,200591
20-03-2024 18:20,Shoes,Apparel,West,15,30732
15-10-2024 08:42,Shoes,Apparel,North,3,6978
21-08-2024 06:44,Phone,Apparel,South,4,105402
04-02-2024 13:45,Shoes,Apparel,East,17,35726
07-01-2024 11:05,Phone,Apparel,South,10,307872
05-06-2024 11:59,Laptop,Apparel,West,3,140816
27-07-2024 04:00,Laptop,Apparel,West,1,46771
08-11-2024 02:54,Shoes,Apparel,North,8,16564
05-02-2024 06:56,Phone,Electronics,East,2,48547
11-01-2024 10:41,Shoes,Apparel,West,3,6231
13-03-2024 13:39,Phone,Apparel,East,13,450948
08-08-2024 01:40,Watch,Apparel,West,5,50793
18-01-2024 04:25,Shoes,Apparel,South,15,35567
15-08-2024 14:39,Shoes,Apparel,West,17,47122
22-12-2024 22:07,Watch,Apparel,North,2,19753
15-06-2024 02:59,Watch,Apparel,West,8,99589
08-09-2024 09:38,Laptop,Apparel,North,4,169810
15-04-2024 06:46,Shoes,Apparel,West,15,36563
04-09-2024 02:25,Laptop,Apparel,North,2,93809
25-12-2024 15:20,Watch,Apparel,West,1,10869
31-05-2024 00:19,Laptop,Apparel,North,3,128361
10-11-2024 05:46,Laptop,Apparel,North,2,87983
11-11-2024 19:25,Shoes,Apparel,North,8,18725
29-09-2024 00:11,Laptop,Apparel,West,2,93504
22-09-2024 11:35,Shoes,Electronics,North,8,20365
11-10-2024 19:58,Watch,Apparel,North,3,34307
26-10-2024 20:30,Phone,Apparel,North,1,28943
08-05-2024 21:50,Phone,Apparel,North,18,637907
12-10-2024 01:57,Phone,Apparel,South,8,277019
07-09-2024 11:07,Phone,Apparel,North,2,55135
30-07-2024 01:30,Phone,Apparel,North,3,107278
18-06-2024 09:33,Shoes,Apparel,North,7,17397
13-01-2024 11:03,Laptop,Apparel,South,1,48801
11-04-2024 09:01,Shoes,Apparel,South,5,10329
11-09-2024 16:30,Shoes,Apparel,South,11,27515
20-04-2024 14:10,Phone,Apparel,North,8,242495
10-07-2024 08:24,Laptop,Apparel,South,2,80198
07-05-2024 21:09,Shoes,Apparel,West,16,42129
01-03-2024 23:38,Watch,Electronics,South,1,12140
21-04-2024 12:55,Shoes,Apparel,West,18,53069
22-01-2024 12:00,Shoes,Apparel,North,16,45195
15-01-2024 09:15,Watch,Electronics,North,4,43542
25-01-2024 08:54,Shoes,Apparel,North,5,10101
23-11-2024 12:23,Laptop,Apparel,South,5,190298
22-09-2024 00:30,Shoes,Apparel,South,2,4261
24-07-2024 10:04,Phone,Electronics,North,16,434194
08-07-2024 05:09,Shoes,Apparel,North,15,42398
18-09-2024 16:46,Watch,Apparel,West,8,87069
03-02-2024 00:18,Phone,Apparel,North,2,48091
28-11-2024 08:23,Shoes,Apparel,West,17,37938
03-07-2024 07:16,Shoes,Apparel,North,7,16860
01-04-2024 05:41,Watch,Apparel,North,8,82052
11-03-2024 09:57,Shoes,Apparel,South,17,48411
05-01-2024 21:14,Shoes,Apparel,North,10,20631
18-01-2024 15:50,Phone,Apparel,West,8,261346
16-02-2024 19:31,Watch,Apparel,West,1,13497
20-05-2024 21:42,Laptop,Apparel,West,3,142989
27-09-2024 00:28,Watch,Apparel,North,8,107700
30-07-2024 06:22,Phone,Apparel,West,11,287591
27-06-2024 22:15,Laptop,Apparel,West,3,141396
04-06-2024 15:31,Phone,Apparel,North,15,441116
06-05-2024 14:52,Watch,Apparel,South,8,114227
10-09-2024 03:27,Watch,Apparel,North,4,41010
23-12-2024 21:43,Phone,Apparel,South,2,49194
15-04-2024 11:28,Shoes,Apparel,South,13,29773
16-07-2024 13:36,Shoes,Apparel,North,2,5335
04-05-2024 14:42,Phone,Apparel,North,13,360892
13-05-2024 01:20,Laptop,Apparel,North,2,77917
06-11-2024 13:50,Phone,Apparel,North,19,625021
22-12-2024 04:06,Watch,Apparel,North,2,27802
20-02-2024 21:46,Shoes,Apparel,East,18,42771
03-11-2024 10:30,Shoes,Apparel,East,3,8731
22-03-2024 12:00,Shoes,Apparel,South,14,30794
11-01-2024 09:19,Shoes,Apparel,North,2,4073
30-12-2024 03:19,Laptop,Apparel,East,1,51844
20-03-2024 20:43,Shoes,Apparel,South,15,33502
22-06-2024 13:00,Watch,Apparel,South,3,37601
21-07-2024 09:08,Laptop,Apparel,North,5,268420
18-10-2024 10:56,Laptop,Apparel,North,3,131260
23-04-2024 00:49,Shoes,Apparel,West,14,31439
14-07-2024 21:18,Laptop,Apparel,East,5,266263
05-09-2024 19:49,Phone,Electronics,West,18,496004
05-05-2024 10:58,Laptop,Apparel,North,4,151726
16-06-2024 05:19,Shoes,Apparel,East,8,16038
31-07-2024 07:51,Shoes,Apparel,North,19,43376
04-07-2024 15:05,Watch,Electronics,East,6,62189
10-02-2024 10:22,Phone,Apparel,West,10,332614
03-08-2024 11:35,Phone,Apparel,South,8,233823
13-09-2024 04:44,Watch,Apparel,West,3,41278
10-05-2024 13:46,Shoes,Electronics,West,5,11224
23-05-2024 11:20,Shoes,Apparel,South,12,33491
30-12-2024 00:49,Shoes,Apparel,North,4,8825
28-10-2024 11:47,Shoes,Apparel,North,19,38491
26-07-2024 10:54,Shoes,Apparel,East,2,4051
18-04-2024 21:12,Shoes,Apparel,East,4,9305
16-04-2024 13:06,Laptop,Apparel,West,4,157143
02-11-2024 02:37,Shoes,Apparel,South,2,4298
13-03-2024 06:02,Phone,Apparel,East,1,31138
17-09-2024 17:26,Shoes,Apparel,South,4,10890
09-11-2024 22:15,Phone,Apparel,South,6,159125
08-06-2024 03:48,Shoes,Apparel,North,19,52141
06-10-2024 16:01,Shoes,Apparel,North,6,15723
22-11-2024 20:09,Watch,Apparel,West,6,82486
05-06-2024 00:20,Laptop,Apparel,South,5,256261
27-06-2024 15:43,Shoes,Apparel,North,15,30985
10-04-2024 08:25,Shoes,Apparel,North,15,41682
19-02-2024 00:11,Phone,Apparel,West,13,336232
01-02-2024 06:22,Watch,Apparel,West,8,103127
08-06-2024 09:46,Watch,Apparel,South,3,41533
16-04-2024 16:21,Watch,Apparel,South,1,10305
03-02-2024 01:00,Shoes,Apparel,North,1,2571
04-04-2024 05:07,Shoes,Apparel,West,15,37534
14-02-2024 23:47,Watch,Apparel,East,7,67827
09-08-2024 22:12,Laptop,Apparel,North,4,149055
10-05-2024 10:21,Watch,Apparel,North,7,95667
28-07-2024 19:07,Shoes,Apparel,North,1,2129
18-05-2024 06:27,Phone,Electronics,South,5,146304
06-11-2024 12:28,Watch,Electronics,West,7,85563
15-01-2024 05:19,Shoes,Electronics,North,13,27464
09-10-2024 20:54,Phone,Electronics,North,1,35642
03-08-2024 23:09,Watch,Apparel,East,7,76850
21-04-2024 00:11,Phone,Apparel,West,6,180586
15-11-2024 23:16,Watch,Apparel,South,5,56244
21-06-2024 21:17,Phone,Apparel,West,17,477724
09-05-2024 17:36,Shoes,Apparel,West,1,2925
23-06-2024 08:50,Laptop,Apparel,South,2,90757
14-06-2024 08:42,Laptop,Apparel,West,2,104629
22-09-2024 11:02,Watch,Apparel,North,4,49044
22-06-2024 05:07,Shoes,Electronics,South,2,5180
21-09-2024 22:24,Watch,Apparel,North,3,31897
21-05-2024 02:27,Shoes,Apparel,West,7,14360
20-07-2024 08:23,Watch,Apparel,West,9,96903
05-02-2024 17:38,Shoes,Apparel,East,7,20042
16-05-2024 14:37,Laptop,Apparel,East,2,94371
30-06-2024 05:21,Watch,Electronics,South,3,32223
14-08-2024 19:35,Watch,Apparel,North,6,73018
08-08-2024 12:54,Phone,Apparel,East,10,269849
31-08-2024 16:20,Laptop,Apparel,East,4,162981
26-04-2024 23:18,Laptop,Apparel,East,5,268477
04-03-2024 18:52,Laptop,Apparel,South,5,254384
24-08-2024 18:10,Laptop,Apparel,North,1,42974
10-09-2024 08:32,Phone,Apparel,South,9,227520
02-10-2024 02:50,Laptop,Apparel,North,1,46838
21-06-2024 22:26,Watch,Apparel,South,9,118918
05-04-2024 09:35,Phone,Apparel,South,2,56124
24-09-2024 01:06,Phone,Apparel,West,17,543427
09-01-2024 23:30,Shoes,Apparel,North,8,20763
04-02-2024 01:42,Shoes,Apparel,North,8,17935
04-06-2024 13:47,Phone,Electronics,North,2,64381
26-05-2024 06:54,Watch,Apparel,East,9,87019
02-12-2024 23:11,Phone,Apparel,North,18,571138
17-11-2024 11:06,Shoes,Apparel,East,10,23493
06-09-2024 01:36,Phone,Apparel,North,16,464448
20-08-2024 00:05,Shoes,Apparel,North,6,15319
02-05-2024 22:17,Shoes,Apparel,South,10,27222
04-06-2024 09:02,Watch,Apparel,East,3,42619
09-11-2024 00:17,Phone,Apparel,South,7,195873
13-09-2024 06:46,Phone,Electronics,North,2,54584
07-09-2024 19:29,Shoes,Apparel,West,4,11828
22-05-2024 08:14,Laptop,Apparel,South,2,100895
02-11-2024 16:42,Laptop,Apparel,North,2,79454
24-05-2024 13:43,Shoes,Apparel,West,10,29572
05-10-2024 07:43,Laptop,Apparel,West,1,43152
07-09-2024 12:30,Shoes,Apparel,West,8,21831
09-01-2024 02:23,Watch,Apparel,West,5,59569
24-08-2024 02:49,Laptop,Apparel,West,5,269217
19-08-2024 21:03,Laptop,Apparel,West,2,79388
02-07-2024 18:51,Laptop,Apparel,North,3,136918
23-09-2024 12:23,Shoes,Apparel,North,6,17859
29-03-2024 12:40,Shoes,Apparel,West,1,2750
04-01-2024 11:04,Shoes,Apparel,South,2,4684
26-03-2024 16:47,Shoes,Apparel,East,19,42731
14-02-2024 21:45,Phone,Apparel,North,16,460865
18-03-2024 00:08,Watch,Apparel,East,4,46324
05-09-2024 03:27,Phone,Electronics,West,5,140108
17-01-2024 21:15,Shoes,Apparel,South,16,35463
07-02-2024 02:26,Shoes,Apparel,South,19,50874
10-07-2024 16:16,Phone,Apparel,North,6,191436
03-10-2024 09:18,Laptop,Apparel,West,1,50098
12-10-2024 19:29,Shoes,Apparel,South,6,15996
17-06-2024 03:55,Watch,Apparel,West,9,111981
06-06-2024 07:12,Watch,Apparel,North,1,12914
23-12-2024 04:05,Phone,Apparel,North,19,548038
04-09-2024 13:57,Watch,Apparel,West,4,49589
08-11-2024 16:06,Laptop,Apparel,East,3,120023
28-03-2024 17:23,Phone,Apparel,West,15,496038
18-01-2024 08:01,Laptop,Apparel,South,4,196628
15-06-2024 18:11,Watch,Apparel,South,5,53058
13-09-2024 12:25,Shoes,Apparel,East,18,48573
08-01-2024 02:02,Shoes,Electronics,South,10,20061
12-09-2024 19:17,Watch,Apparel,West,1,13251
08-01-2024 17:59,Shoes,Apparel,West,3,8408
12-04-2024 00:46,Shoes,Apparel,North,1,2754
27-07-2024 12:40,Phone,Apparel,West,7,179077
10-07-2024 23:55,Shoes,Apparel,West,14,40406
10-10-2024 13:36,Shoes,Electronics,West,16,43359
14-06-2024 07:49,Shoes,Electronics,North,11,28262
08-03-2024 10:23,Laptop,Apparel,South,3,118756
09-08-2024 04:17,Shoes,Electronics,South,14,39732
30-06-2024 05:34,Shoes,Apparel,East,4,8612
04-09-2024 02:21,Watch,Apparel,South,7,95131
20-04-2024 19:57,Phone,Apparel,North,9,306075
16-06-2024 22:39,Phone,Electronics,West,6,198275
02-05-2024 00:39,Watch,Apparel,South,7,77195
21-07-2024 12:16,Shoes,Electronics,South,6,16957
26-02-2024 15:57,Phone,Apparel,West,7,232808
17-11-2024 08:06,Shoes,Apparel,North,18,44031
03-07-2024 23:19,Shoes,Apparel,North,18,51577
14-03-2024 22:38,Phone,Apparel,South,7,246518
03-09-2024 08:09,Watch,Apparel,North,1,10593
19-11-2024 06:33,Phone,Apparel,North,7,225845
15-04-2024 09:51,Shoes,Apparel,West,9,23832
17-02-2024 04:48,Watch,Apparel,West,9,120064
04-08-2024 00:44,Laptop,Apparel,West,3,149350
27-08-2024 17:45,Watch,Electronics,West,4,43947
23-04-2024 07:02,Phone,Apparel,West,17,472333
04-02-2024 11:33,Laptop,Apparel,East,5,187952
10-03-2024 05:58,Shoes,Apparel,East,6,12393
11-08-2024 01:00,Phone,Apparel,East,15,429380
24-03-2024 00:34,Phone,Electronics,South,13,390919
12-10-2024 07:49,Shoes,Apparel,North,4,11743
31-01-2024 06:56,Shoes,Apparel,South,14,35747
31-10-2024 02:54,Watch,Apparel,West,9,105119
31-07-2024 11:32,Shoes,Apparel,North,8,23286
21-12-2024 08:13,Shoes,Apparel,South,11,32299
02-03-2024 07:05,Shoes,Apparel,East,3,6881
26-03-2024 14:39,Shoes,Apparel,North,12,26990
02-12-2024 16:34,Shoes,Apparel,West,14,28585
23-01-2024 21:16,Shoes,Apparel,South,19,47739
30-07-2024 10:12,Watch,Apparel,West,4,45366
12-12-2024 04:11,Shoes,Apparel,East,13,35273
05-06-2024 02:35,Watch,Apparel,West,1,9844
11-11-2024 19:12,Shoes,Electronics,West,14,37543
21-09-2024 12:37,Phone,Apparel,North,2,66491
01-06-2024 17:24,Phone,Apparel,North,14,458670
24-11-2024 11:27,Watch,Apparel,West,1,12768
12-02-2024 01:52,Shoes,Apparel,East,17,44803
13-08-2024 12:44,Watch,Electronics,North,2,23441
20-05-2024 11:00,Shoes,Apparel,East,7,16774
25-05-2024 20:02,Shoes,Apparel,East,10,22322
06-02-2024 17:26,Watch,Electronics,South,9,100645
09-07-2024 06:30,Shoes,Apparel,West,12,32025
09-01-2024 01:05,Shoes,Apparel,South,1,2978
26-12-2024 06:38,Shoes,Apparel,West,12,31843
23-08-2024 09:54,Laptop,Apparel,North,3,154523
06-06-2024 12:43,Watch,Electronics,North,6,69595
03-05-2024 05:18,Phone,Electronics,North,8,278989
27-10-2024 09:56,Watch,Apparel,East,9,109684
29-04-2024 18:40,Watch,Apparel,South,5,54959
02-07-2024 07:17,Phone,Apparel,West,2,63374
18-08-2024 15:23,Shoes,Apparel,North,18,36471
05-03-2024 22:46,Shoes,Electronics,East,18,41853
13-10-2024 04:03,Shoes,Apparel,West,7,15231
14-10-2024 05:30,Shoes,Apparel,South,1,2648
28-06-2024 00:41,Watch,Apparel,North,7,74719
17-07-2024 13:44,Laptop,Apparel,West,1,38543
24-08-2024 18:33,Shoes,Electronics,North,19,49265
11-08-2024 09:31,Watch,Apparel,North,4,51899
01-01-2024 11:21,Shoes,Apparel,North,6,15614
25-06-2024 18:50,Shoes,Apparel,West,15,31173
13-04-2024 09:43,Watch,Apparel,West,3,38868
15-12-2024 00:08,Shoes,Apparel,South,2,4882
10-08-2024 09:47,Shoes,Apparel,North,19,51791
17-02-2024 12:56,Watch,Apparel,East,6,64442
12-07-2024 23:18,Shoes,Apparel,South,7,15009
28-04-2024 22:02,Shoes,Apparel,West,18,48571
02-02-2024 07:45,Watch,Apparel,North,5,57138
11-10-2024 17:41,Shoes,Apparel,North,4,9492
28-11-2024 21:27,Shoes,Electronics,South,1,2473
15-08-2024 08:02,Shoes,Apparel,West,14,29463
30-04-2024 02:55,Watch,Apparel,West,3,42318
21-08-2024 02:15,Shoes,Apparel,West,1,2780
11-01-2024 21:41,Phone,Apparel,South,11,361535
04-12-2024 12:02,Watch,Apparel,East,8,98003
17-08-2024 05:21,Phone,Apparel,South,16,542568
24-09-2024 05:11,Phone,Electronics,West,10,318288
07-03-2024 09:32,Shoes,Electronics,West,1,2554
29-08-2024 05:18,Shoes,Electronics,West,10,29902
27-06-2024 22:12,Phone,Apparel,South,12,369148
27-02-2024 17:20,Phone,Apparel,West,14,382174
15-09-2024 06:08,Shoes,Apparel,South,15,34020
08-12-2024 05:11,Watch,Apparel,South,3,37518
20-06-2024 12:09,Watch,Apparel,North,1,10036
19-07-2024 05:28,Watch,Electronics,East,7,74744
21-11-2024 07:29,Watch,Electronics,South,9,94743
07-08-2024 06:26,Shoes,Apparel,West,15,36096
05-09-2024 06:41,Phone,Apparel,North,10,313958
27-02-2024 14:28,Laptop,Apparel,West,3,121236
11-08-2024 01:12,Watch,Apparel,North,9,119745
19-10-2024 11:56,Shoes,Apparel,North,8,23440
